text,aspect,true_sentiment,predicted_sentiment
"We tried their new menu that just started last Wednesday a combination of 4 different kind of ceviches and 4 kinds of Tiradito, of course you can't go wrong with spicy Tuna Rolls and The Peruvian Corn mmmm!",Peruvian Corn,neutral,neutral
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",screen,negative,negative
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",screen size,negative,negative
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",bulk,negative,negative
The air quality in my city has been terrible lately due to the high levels of pollution from nearby factories .,air quality,negative,negative
The air quality in my city has been terrible lately due to the high levels of pollution from nearby factories .,pollution from nearby factories,negative,negative
"You can go to all these gormet places and eat expensive pizza this is the best cheese, sauce, bread its a done deal.",pizza,negative,positive
"You can go to all these gormet places and eat expensive pizza this is the best cheese, sauce, bread its a done deal.",cheese,positive,positive
"You can go to all these gormet places and eat expensive pizza this is the best cheese, sauce, bread its a done deal.",sauce,positive,positive
"You can go to all these gormet places and eat expensive pizza this is the best cheese, sauce, bread its a done deal.",bread,positive,positive
"anyway, my wife got this for me for my birthday and I love the thing.",player,positive,positive
we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai .,beef and noodle soup dishes,negative,negative
video output stopped workin .,output,negative,negative
"There were three parties of two standing in the front entrance looking like bumbling idiots while not a single host, waiter, or manager attended to us.",host,negative,neutral
"There were three parties of two standing in the front entrance looking like bumbling idiots while not a single host, waiter, or manager attended to us.",waiter,negative,negative
"There were three parties of two standing in the front entrance looking like bumbling idiots while not a single host, waiter, or manager attended to us.",parties,neutral,negative
not to mention that the waiter offered putting a scoop of ice cream on my dessert.,waiter,negative,negative
not to mention that the waiter offered putting a scoop of ice cream on my dessert.,dessert,neutral,neutral
"Reading Friedrich Nietzsche's "" Thus Spoke Zarathustra "" was a mind-blowing experience for me .",Friedrich Nietzsche's,positive,positive
After 57 pictures total the LCD went black except for the icons showing the settings.,LCD,negative,negative
"I absolutely love the camera quality on my new DSLR , the pictures come out so clear and vibrant .",camera quality,positive,positive
"When we mentioned that we had theatre tickets, the waiter made certain that our dishes were served promptly and courteously.",waiter,positive,negative
"When we mentioned that we had theatre tickets, the waiter made certain that our dishes were served promptly and courteously.",dishes,neutral,neutral
"When we mentioned that we had theatre tickets, the waiter made certain that our dishes were served promptly and courteously.",served,positive,neutral
"The top layer of my adobo salad was nice enough, but just below the surface it began to swim in a cloyingly sweet dressing, so that it became like some weird melted jello concoction.",adobo salad,positive,positive
"The top layer of my adobo salad was nice enough, but just below the surface it began to swim in a cloyingly sweet dressing, so that it became like some weird melted jello concoction.",concoction,neutral,positive
We sat there with the check and ordered dessert and more drinks.,check,neutral,neutral
We sat there with the check and ordered dessert and more drinks.,dessert,neutral,neutral
