text,aspect,predicted_sentiment
"When we mentioned that we had theatre tickets, the waiter made certain that our dishes were served promptly and courteously.",waiter,positive
"When we mentioned that we had theatre tickets, the waiter made certain that our dishes were served promptly and courteously.",dishes,neutral
"When we mentioned that we had theatre tickets, the waiter made certain that our dishes were served promptly and courteously.",served,positive
"The top layer of my adobo salad was nice enough, but just below the surface it began to swim in a cloyingly sweet dressing, so that it became like some weird melted jello concoction.",adobo salad,positive
"The top layer of my adobo salad was nice enough, but just below the surface it began to swim in a cloyingly sweet dressing, so that it became like some weird melted jello concoction.",concoction,neutral
We sat there with the check and ordered dessert and more drinks.,check,neutral
We sat there with the check and ordered dessert and more drinks.,dessert,neutral
We sat there with the check and ordered dessert and more drinks.,drinks,positive
the wait staff is very courteous and accomodating .,wait staff,positive
the wait staff is very courteous and accomodating .,wait staff,positive
have frequented ' ino for several years and the food remains excellent .,food,positive
"but after last night , spice grill is the only place i ' m eating indian cuisine .",indian cuisine,positive
Dropped in for a quick bite with a friend -- like the previous reviewer it took more than 15 minutes for any kind of service at all (including getting water) and then another 45 minutes to get a burger (which admittedly was good).,service,negative
Dropped in for a quick bite with a friend -- like the previous reviewer it took more than 15 minutes for any kind of service at all (including getting water) and then another 45 minutes to get a burger (which admittedly was good).,water,neutral
Not a small feat for good french food in the area .,french food,positive
The diaper champ is the best!,champ,positive
If you're looking a spicy vindaloo or a tikka masala head to a curry house instead.,vindaloo,positive
If you're looking a spicy vindaloo or a tikka masala head to a curry house instead.,tikka masala,positive
If you're looking a spicy vindaloo or a tikka masala head to a curry house instead.,curry,neutral
"the g3 is loaded with many useful features , and unlike many smaller digital cameras , it is easy to hold steady when using slower shutter speeds .",feature,positive
"If you are expecting big portions, go find a Cheesecake Factory.",portions,positive
"If you are expecting big portions, go find a Cheesecake Factory.",Cheesecake Factory,neutral
"Also, try to get a seat at the main bar, because I sat at the smaller bar by the entrance and it was getting so crowded with people waiting that it became a bit unpleasant towards to end of the meal.",seat,neutral
"Also, try to get a seat at the main bar, because I sat at the smaller bar by the entrance and it was getting so crowded with people waiting that it became a bit unpleasant towards to end of the meal.",main bar,neutral
"Also, try to get a seat at the main bar, because I sat at the smaller bar by the entrance and it was getting so crowded with people waiting that it became a bit unpleasant towards to end of the meal.",waiting,negative
"Also, try to get a seat at the main bar, because I sat at the smaller bar by the entrance and it was getting so crowded with people waiting that it became a bit unpleasant towards to end of the meal.",meal,neutral
The ceiling is amazing !,ceiling,positive
"if you are the type of person who likes being scared and entertained , this is a great place to go and eat .",place,positive
